NAME	DESCRIPTION	SMARTA_GITR_KO_1_htsqct	SMARTA_GITR_KO_2_htsqct	SMARTA_GITR_KO_3_htsqct	SMARTA_GITR_WT_1_htsqct	SMARTA_GITR_WT_2_htsqct	SMARTA_GITR_WT_3_htsqct
Tnpo3	Tnpo3	121.999933155123	108.869860775837	122.221431147348	124.368282192883	122.588859195558	126.196845206102
Tnrc18	Tnrc18	85.6693383802637	116.521304577065	87.3305158367031	89.2481162793941	102.051994916777	90.8258188769931
Tnrc6a	Tnrc6a	220.823033972243	198.075772123945	229.397445411481	231.525002159461	254.167751348493	231.25828381671
Tnrc6b	Tnrc6b	180.366720351875	170.055297042996	191.409703298117	197.95977488947	224.558376745753	190.782954195729
Tnrc6c	Tnrc6c	103.288584744023	108.034208210515	104.672745931935	107.666096418758	122.121487451596	105.471834855181
Tns1	Tns1	8.90669891942118	14.0494087544736	9.5227424183639	9.91943617403899	10.5571029224252	12.9018319387539
Tob1	Tob1	29.3896795406514	23.502728399677	27.7424067743664	26.0854362090269	27.5749328937305	26.2910094179379
Tob2	Tob2	109.307280471589	118.244837993042	104.930814832162	102.3578576013	104.828732925019	99.5210893088769
Toe1	Toe1	31.0399670788548	38.1005341501431	33.9876741598516	34.2890780178267	30.434148268554	33.7294413508178
Tollip	Tollip	75.2336965945659	72.2578327576737	79.2787661496311	74.1812970096375	77.6112019531417	75.5642085319462
Tom1	Tom1	15.0467393189132	19.7422918557287	14.4002446326478	13.1633598958193	14.7359561625519	13.2865784180408
Tom1l2	Tom1l2	13.3479139119391	14.676148178465	12.5679554410385	11.9837512697174	13.4163182972487	10.5677032977467
Tomm20	Tomm20	156.655971457394	171.987743600303	145.241177047566	139.086580732201	143.840527318044	142.48444616258
Tomm22	Tomm22	132.168616662582	152.950533596565	133.860338547571	127.612205914664	126.437802969358	127.941029245536
Tomm34	Tomm34	108.67628817757	126.60136364626	116.905211802679	111.58025231446	111.371937340481	111.114783218055
Tomm40	Tomm40	40.4805825547535	50.9486923419665	34.7876877505543	37.5061924526501	37.0598300505969	39.4236892442639
Tomm40l	Tomm40l	54.4837576950969	54.6569006005822	49.2653530532701	49.597180870195	47.039591406952	44.9383887807094
Tomm5	Tomm5	44.3393431220232	45.4124940967093	39.0716314943169	38.498136070054	38.18702072721	40.0136338458371
Tomm6	Tomm6	48.2951794268342	55.9364935912313	48.5685670226581	48.5516186788773	45.4450289863774	48.0933099108619
Tomm7	Tomm7	61.9585894857828	67.7662002190687	69.4205341609726	63.4307729399358	61.0057588147437	60.96949208433
Tomm70a	Tomm70a	128.770965848634	103.855945383906	122.427886267529	120.802647027621	131.523907241881	136.456751320419
Tonsl	Tonsl	27.6908541336773	34.4184400341937	32.9812054489676	36.4338209743756	33.9531825760291	37.7051549701157
Top1	Top1	301.638585475438	216.904068986353	273.7078755804	291.095237777609	274.814585449382	292.176476370468
Top2a	Top2a	400.583030964485	243.853864217982	450.717334245868	490.556332736663	386.488939800661	519.664244690167
Top2b	Top2b	416.430645118115	272.65776357892	415.052212234544	418.439350822704	426.627924870299	421.989938481867
Top3a	Top3a	17.2794812823648	18.8544110050742	21.1358429285638	21.8227595828858	18.6673773029342	24.4955258479323
Top3b	Top3b	51.5472166344703	58.1039674325349	52.6976694262848	49.7312273049793	52.3181428681646	50.2991897254401
Topbp1	Topbp1	159.398361042938	135.715199436802	182.919236480659	201.418172906905	177.903679716181	213.611245300084
Topors	Topors	59.6287717847898	56.4065481592248	61.9107291643767	56.9697347833321	59.2462416610062	60.6616949009005
Tor1a	Tor1a	29.0984523280272	36.2986583061678	30.3489026666557	29.8119270960307	29.1145104032508	30.0358751496636
Tor1aip1	Tor1aip1	197.597663765469	191.495008172035	191.770999758434	204.715715202599	204.516376666462	204.223431205484
Tor1aip2	Tor1aip2	178.085440519653	165.798691788388	175.022328133723	173.161184454373	176.364102206661	180.676946673126
Tor1b	Tor1b	52.8334701568935	51.0270347699654	52.3879867460128	52.3853467137086	53.307871267142	49.6835953585811
Tor2a	Tor2a	55.9156248238322	80.5621301255596	52.3105660759448	55.6828890094027	54.6275091324451	49.4270977057232
Tor3a	Tor3a	46.4022025447774	59.9580715618427	49.5750357335421	45.7366435484068	48.1667820835651	43.8867484039919
Tor4a	Tor4a	144.545773199108	167.887823201693	146.454100878632	140.051715062648	137.709709735489	132.737535353979
Tox	Tox	159.010058092773	167.104398921704	152.492913143936	139.756812906122	152.665605542259	141.073709071862
Tox2	Tox2	66.9579899691636	119.289403699694	66.3495142482753	66.7819338095436	77.7761566863046	67.4588827016356
Tox4	Tox4	157.165619079487	159.84466726047	157.267187798129	151.713754888883	159.896121345899	161.362673412924
